LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
500000,1,1,2,38,-1,-1,-1,-1,-1,-1,1491,32,22,16,18,29,32,22,16,18,29,28,1
20000,2,2,1,22,0,0,2,-1,0,-1,10220,3197,193,2768,4,4,3949,0,2773,0,4,21,1
73587,1,2,1,33,1,0,0,0,0,0,5707,50798,47862,46887,42351,39353,49070,2682,2677,1662,1574,2045,1
289235,2,1,1,30,2,0,0,0,0,0,113841,114963,117847,120725,123046,125707,4385,4734,4829,4308,4524,4531,1
120000,2,1,1,35,0,0,0,0,0,2,1809,585,585,918,672,768,522,399,731,303,551,123,1
280000,2,1,1,46,0,0,-1,-1,0,-1,8512,120,1900,391,2003,1044,120,1900,391,1797,1044,2379,1
77329,1,1,1,38,1,0,0,0,0,0,79513,76266,73450,47369,28788,28416,3295,2968,1714,2059,1138,1367,1
402179,2,1,1,34,0,0,0,0,0,0,52181,58506,305052,93619,72269,50592,9177,254923,37004,10136,2536,19321,1
30000,2,2,1,34,0,0,0,0,0,0,30298,29731,29449,28334,13594,1258,1683,2105,2384,647,1258,0,1
20000,1,1,2,32,0,0,0,0,0,0,13658,14719,15992,16275,16824,17158,1391,1629,651,864,613,792,1
50000,1,1,2,30,2,2,3,2,2,4,27375,30328,29727,28953,34086,33003,3702,172,0,5758,0,137,1
80000,2,1,2,30,0,0,0,0,0,1,13901,14823,16632,17087,18085,18436,1459,2296,1033,1284,761,2604,1
330000,2,1,2,44,1,0,0,1,0,0,240536,249357,257476,255188,259418,264698,14305,13676,3392,9451,9622,9773,1
10000,1,2,2,31,0,0,0,0,0,0,9815,10029,9658,9969,9526,9785,1400,1249,1089,662,1245,356,1
50000,1,2,1,45,1,0,0,0,0,0,46830,47692,48272,48708,49106,49967,2087,2200,2000,1957,1772,1836,1
80000,2,1,2,26,0,0,0,0,0,0,32552,29889,18512,24873,25436,22177,2543,3937,11388,1147,950,5648,1
30000,1,1,1,29,1,2,2,1,1,0,18977,21785,21153,22962,22419,22956,3445,0,2472,108,905,945,1
20000,1,1,1,22,1,-2,-1,-1,-2,-1,0,0,147,0,0,621,0,147,0,0,621,0,1
20000,1,1,1,27,2,1,0,0,1,2,4985,4608,5608,6431,6798,6511,105,1162,1078,610,105,0,1
100000,1,1,1,28,2,0,0,0,0,0,85563,85724,86435,87736,89166,90566,3438,4000,3784,3469,3463,9077,1
415529,1,1,2,31,0,0,0,0,1,1,33959,21857,21499,30799,35374,51485,4107,1126,9958,5529,22160,1382,1
207455,1,2,1,41,-1,-1,-1,-1,-1,-1,2217,936,2344,3290,2911,3461,939,2352,3294,2914,3461,13387,1
130000,1,1,2,30,0,0,0,0,0,0,1010,1009,901,901,1339,997,887,779,779,1217,341,1592,1
74067,1,1,1,33,2,1,1,2,1,1,41801,54912,57666,57847,57837,61562,14277,3991,1779,1220,4703,3516,1
100000,1,1,1,36,1,2,0,0,2,2,75625,75097,76561,81554,81286,81342,1274,3283,6561,1416,1510,3105,1
200000,1,1,1,34,0,0,1,1,1,1,3596,3919,692,1491,1649,2038,3239,0,799,957,1345,0,1
142452,2,1,1,37,0,0,0,0,0,0,143440,133071,102430,84964,77142,74148,13044,7846,4006,4440,4395,5655,1
50000,1,3,1,38,1,0,0,0,0,0,46164,36310,18161,13150,12874,12926,1339,1199,777,641,537,805,1
100000,1,1,2,26,0,0,0,0,0,0,1461,1058,1882,1828,389,1192,1090,1158,1092,450,993,900,1
30000,2,2,2,23,0,0,0,0,0,0,20425,21116,21828,22328,22606,23044,1778,1797,1613,1381,1000,1000,1
180000,2,2,1,36,2,2,2,2,1,1,95429,98256,99302,99228,101367,103505,5277,3531,2445,3846,3895,3903,1
68579,1,2,1,36,1,2,2,1,0,0,58514,61651,61706,60817,3648,1678,4667,1820,869,93,136,136,1
240000,2,1,2,28,0,1,0,-1,-1,-2,6545,712,-711,835,-711,-711,0,123,1547,0,0,0,1
50000,1,2,2,28,1,2,1,1,1,2,32913,33329,33198,34717,35929,37041,1233,594,2263,1916,1911,0,1
188498,1,1,1,28,2,2,1,1,1,2,156035,158927,163119,165654,169512,172933,6798,8127,6575,7776,6150,0,1
90000,2,1,2,28,0,1,0,0,0,0,9560,9228,10359,10282,10517,10550,107,1634,500,660,483,679,1
300000,1,1,1,58,1,2,2,2,2,2,150061,158592,159508,157862,166221,169890,12558,4918,2162,11008,6500,6500,1
401156,2,2,2,28,-1,-1,0,0,0,0,2694,-140,101419,104702,102197,107014,2785,102730,5562,4384,9115,4396,1
346993,1,1,2,35,0,0,1,0,0,0,282130,281096,276167,240822,234149,143582,14515,10909,5207,8397,7953,164527,1
75572,1,2,1,36,0,0,0,0,0,0,61735,60956,61450,60429,28909,17192,3044,1822,58019,1614,1158,2483,1
500000,2,1,1,45,0,-1,-1,-1,-1,-1,258,258,258,258,258,258,258,258,258,258,258,258,1
200000,1,1,1,35,-1,-1,0,-1,-1,-1,9959,5698,4576,22779,9684,9256,8145,4487,22787,9720,9288,8062,1
394124,1,1,2,37,-2,-2,-2,-2,-2,-2,42,6419,0,0,0,0,6434,0,0,0,0,0,1
78823,2,2,1,27,0,0,0,0,0,0,64508,65986,66315,57676,43913,44168,2985,2453,2381,1337,1925,1528,1
30000,1,2,1,29,2,1,1,1,1,1,28058,28639,28636,29922,30340,29646,1780,771,2061,1075,460,850,1
50000,1,2,2,30,1,2,2,0,0,0,51962,51189,49802,20963,21118,35787,316,42,1824,1017,1140,1582,1
20000,1,2,1,45,1,2,2,2,2,1,8460,10440,10710,11736,11680,11726,2277,632,1506,328,328,1000,1
120000,1,1,2,33,1,1,1,-1,-1,-1,628,604,290,459,321,319,290,0,483,321,489,356,1
50000,1,1,1,36,0,0,0,0,0,0,37993,39055,40336,39372,23717,20036,2000,2148,1576,1000,909,1256,1
380000,1,1,1,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
179032,1,1,1,40,0,0,0,0,0,0,127159,109604,49744,50572,49847,48164,4994,2038,1987,1983,1983,1983,1
100000,2,1,1,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,56,1
222146,1,1,2,32,-1,-1,-1,0,0,-1,15826,2694,-141,-141,-407,-439,2694,128,0,0,0,147,1
30000,1,2,1,43,0,0,0,0,0,0,10797,11665,11949,13386,13278,13856,1347,616,1791,254,944,1867,1
50000,1,2,1,36,1,0,0,0,0,0,49752,48509,47747,5078,6332,2098,2466,2791,658,3224,452,5207,1
80000,1,2,1,39,0,0,0,0,0,0,79062,79792,80821,77427,78598,79783,2897,3585,3672,3256,3130,1928,1
50000,2,2,1,41,1,2,0,0,1,0,19705,19053,17388,18866,18293,18696,0,1460,2167,250,1112,766,1
284759,1,1,1,34,0,0,0,0,0,0,127419,130065,124542,124475,123774,113334,4945,4918,4761,4649,4346,4475,1
150000,1,1,1,37,-1,-1,-1,-1,-1,-1,19038,9746,12112,4629,2714,1751,9799,12116,4713,2714,1751,2599,1
210000,1,1,1,37,0,-1,-1,0,0,0,45,45,1614,1561,450,397,53,1621,0,669,397,922,1
300000,1,1,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,1,2,2,49,0,0,0,0,0,0,1603,2476,741,4632,3257,3923,2146,228,3938,2385,2845,5634,1
84385,1,2,1,32,0,0,0,0,0,0,85243,86283,83069,48781,48981,49342,3550,3526,1889,1912,1924,1811,1
220000,2,1,1,33,1,2,0,2,0,2,4272,4049,3431,2733,4021,3888,0,2773,486,2314,153,179,1
50000,1,1,1,28,0,0,0,0,0,0,49611,47300,45454,29632,28887,29576,2020,1520,1966,1116,2000,11562,1
50000,1,1,1,34,0,0,2,2,2,2,43129,45951,46754,49829,49916,48936,3820,2418,4482,2000,802,1410,1
60000,2,2,1,27,0,0,0,0,0,0,60326,58763,57592,57928,22240,25994,2257,2600,2281,2809,4619,1876,1
200000,1,1,2,29,-1,-1,0,-1,-1,-1,1758,1910,1417,2231,784,1624,1910,1302,2231,784,1624,27115,1
70000,1,2,1,35,0,0,0,0,0,0,48901,49804,47829,49116,49715,50558,2047,2500,2377,1527,2323,2012,1
180000,2,1,1,33,1,-1,-1,-1,-1,-1,90,90,90,133,280,745,90,90,133,280,555,1410,1
51062,1,2,1,49,1,2,1,1,0,0,51875,76044,45411,82992,29861,30074,0,5342,338,1163,1066,1169,1
130000,1,1,2,27,-1,-1,-1,-1,0,-1,152,152,218,2306,720,1106,218,284,2306,0,1106,437,1
100000,1,2,1,33,0,0,0,0,0,0,68061,69496,57897,53376,55296,57121,2702,2140,2000,2810,2905,2431,1
149768,2,2,1,37,0,1,1,0,0,0,109250,110946,106893,30792,31325,31958,4850,138,1280,1287,1264,1408,1
110000,1,1,1,43,0,0,0,0,0,0,111197,112030,111570,110416,110314,109780,4453,4948,3215,4672,3441,4127,1
97984,1,2,2,28,2,3,3,3,2,1,89786,91826,95530,92799,90785,93166,4738,6372,0,695,4645,2554,1
120000,2,2,2,35,-1,-1,0,0,0,-1,680,1677,832,717,602,888,1677,647,647,647,1014,647,1
200000,1,1,2,29,0,0,0,2,0,0,11283,16377,20917,20256,24584,28746,5636,4817,0,4817,4593,4866,1
80000,1,2,1,27,1,0,0,0,0,0,79845,78809,76934,78396,78049,78414,3269,3088,3044,3067,2954,3167,1
100000,1,2,2,32,0,0,0,0,0,0,46495,47681,48606,49663,51276,51768,2058,1949,1962,2541,1354,3322,1
90917,1,2,1,34,0,0,0,1,0,0,30581,26258,73257,58635,50868,47321,1478,58698,342,1976,1888,5174,1
50000,2,2,1,42,0,0,0,0,0,0,10569,6216,7672,8207,10079,11472,891,1562,812,1962,1625,3616,1
50000,1,1,1,26,0,0,-2,-2,-2,-2,3802,0,0,0,0,0,0,0,0,0,0,0,1
30000,1,2,2,25,2,2,2,1,1,1,14330,15499,14915,16143,15814,16916,1670,0,1477,57,1503,69,1
80000,2,2,1,38,2,1,0,0,1,1,13583,13218,13869,14814,14462,15771,125,1176,1175,28,1550,2123,1
50000,1,2,1,43,1,1,1,1,0,0,50009,50686,50795,50050,50517,50764,2395,1951,972,2026,2182,2290,1
200000,1,1,2,38,2,0,0,0,0,0,167772,171922,165331,161986,165148,161249,10478,6714,3295,6676,6000,5098,1
60000,1,1,2,29,0,-1,-1,-1,-1,-1,237,214,263,241,254,231,245,316,245,280,245,71,1
183362,1,1,1,33,0,0,0,0,0,0,172370,109333,91101,89292,91127,90438,4205,2699,2313,2363,2446,1806,1
217458,2,1,1,29,0,0,0,0,-1,0,35486,1832,2980,2700,61245,62609,1004,2222,42,62491,3322,1573,1
20000,2,2,1,26,1,3,2,2,2,1,13212,12713,13305,12794,13286,12879,0,1092,0,895,125,992,1
50000,1,2,2,25,2,0,0,0,0,0,46241,46551,46769,18994,25903,17151,2592,1766,850,838,1080,646,1
230000,1,1,1,39,0,-2,-1,0,0,0,0,0,21,21,21,911,0,21,0,0,890,631,1
150000,2,2,1,41,0,-1,2,0,-1,-1,207,1067,782,248,248,1524,1108,0,0,248,1524,0,1
80000,2,1,2,57,0,0,0,0,0,0,80030,79198,77465,80243,49929,48992,3031,4065,5060,1447,1583,1765,1
70000,2,1,2,33,2,2,2,2,2,2,43358,44348,43370,46625,47561,48649,2000,11,3988,2000,1998,2000,1
80000,1,1,1,26,0,0,0,1,0,0,5172,6443,9046,8883,9141,9401,1499,2895,161,284,287,290,1
53970,1,2,2,34,0,0,0,0,0,0,55146,55337,49009,72879,40444,39797,2112,2161,1866,1246,1348,883,1
360000,1,2,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,2,2,1,35,1,2,0,0,0,0,49064,46098,37705,27073,24905,25175,0,1771,2125,1570,1500,1500,1
290000,1,1,1,31,0,-2,-2,-2,-2,-2,86,525,97,0,314,0,525,97,0,314,0,0,1
20000,1,1,1,33,1,-2,-2,-2,-2,-1,0,0,0,0,0,444,0,0,0,0,444,0,1
500000,1,1,1,40,2,2,2,0,0,0,514229,526720,511136,513174,502878,474877,26802,0,16896,17948,17158,16682,1
50000,2,2,1,30,0,-1,-2,-2,-2,-2,1470,0,0,0,0,0,0,0,0,0,0,0,1
50000,1,1,2,32,0,0,0,0,0,0,3555,48173,35427,8616,7580,7842,45143,1205,1606,360,361,124,1
50000,1,2,2,23,1,0,0,0,0,0,49174,50509,50015,60049,11054,10554,2453,2141,2182,668,491,350,1
50000,1,2,1,53,0,1,1,1,1,1,11931,12070,13627,13542,14071,14054,629,1764,290,825,290,858,1
130000,2,1,1,32,1,0,0,0,0,0,126912,129934,130506,97410,98948,98275,6601,5459,3851,3668,3814,3836,1
64542,1,1,1,34,2,0,0,0,0,2,40486,41676,43616,43589,47795,46881,2003,2773,982,4910,0,1918,1
290000,2,1,1,34,-1,-1,-1,-1,-1,-1,2660,839,1689,905,906,2989,841,1692,908,909,2992,15212,1
180000,2,1,2,29,-1,-1,-1,-1,-1,-1,3386,523,121,1182,1060,939,523,121,1182,0,0,528,1
223922,2,1,1,41,0,-1,0,0,-1,0,4652,2516,10146,11423,3012,5122,2516,8696,9314,3012,4216,7443,1
100000,1,2,1,35,2,2,0,0,1,1,101349,97921,93036,97200,89527,94005,1,3528,6588,479,6533,479,1
170000,2,1,1,28,-1,-1,0,-1,-1,-1,11555,4558,1648,2172,1891,584,4562,1466,2172,1891,584,940,1
360000,1,2,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,1,2,1,27,0,0,2,0,0,0,20160,20710,20059,19630,20032,20464,2824,1,670,703,933,510,1
408365,1,1,1,30,0,0,-1,-1,0,0,176405,93697,68596,44536,10807,6330,4507,2167,2505,1965,662,12776,1
50000,1,2,1,30,0,0,0,0,0,0,47425,48474,49468,29135,28777,28546,1918,3075,1041,1081,1286,1191,1
223175,2,1,1,39,0,0,-1,1,-1,0,1979,1232,8346,7318,19014,5487,627,8401,1270,19107,1587,6549,1
50000,1,1,1,47,0,0,0,0,0,0,3201,3665,4750,5392,5832,6318,1240,1875,1087,1754,1402,607,1
92671,2,2,1,29,2,0,0,0,0,0,90681,87822,89350,85515,68532,69335,3004,4268,2992,2894,2918,2625,1
398012,1,1,1,28,-2,-2,-2,-2,-1,-1,781,720,317,758,16089,947,720,317,658,16748,3919,431,1
50000,1,2,2,43,0,0,0,0,0,0,48321,49788,47207,19269,19104,19683,2276,1375,636,774,1061,767,1
50000,2,1,2,44,1,0,0,2,2,2,10665,12192,13053,13112,13676,13731,1914,1366,474,820,379,337,1
100000,1,2,2,30,0,0,0,0,2,2,37858,39709,42598,45174,46135,45417,2474,3525,3295,2000,154,5691,1
180000,2,1,1,43,1,-2,-1,-1,-2,-2,-9,-9,2633,0,0,0,0,2643,0,0,0,0,1
90000,2,2,1,25,0,1,0,0,0,0,88116,79915,75251,64613,65194,67065,3000,3434,2923,2908,2919,4646,1
30000,1,2,2,28,1,1,3,2,2,1,19388,24643,23957,24029,23252,24111,5701,0,646,0,1505,697,1
410000,1,1,1,41,0,0,0,0,0,0,64888,14221,6952,8898,15982,12774,9710,3857,8843,15925,5219,2622,1
271794,1,2,1,43,2,0,0,0,0,0,187259,181279,182985,187933,188679,193103,8000,6933,8227,8099,7464,7089,1
230000,2,1,1,47,0,-1,-1,-1,-1,-1,624,1452,1861,46,3094,2564,1452,1868,46,3094,2711,1580,1
110000,1,1,1,38,1,1,1,1,1,1,24683,25755,25726,27438,27974,27137,1600,495,2270,1066,330,837,1
120000,2,2,2,36,-1,-1,-1,-1,-1,-1,640,1266,640,640,640,640,1266,640,640,640,640,640,1
50000,1,3,1,49,1,0,0,0,1,0,48534,47874,48340,50815,50115,48297,1797,2081,3615,367,2000,2002,1
10000,2,2,1,39,0,0,0,-2,-2,-2,566,212,-349,-349,-349,-349,0,0,0,0,0,349,1
30000,2,2,1,39,1,0,0,0,0,2,10168,11091,12031,13281,13921,13558,1397,1167,1499,1160,0,1213,1
80000,1,1,1,30,1,0,0,0,0,0,210,210,210,210,1586,-456,0,0,0,1481,0,351,1
60000,1,1,2,27,0,0,0,0,1,0,17020,20526,25938,28493,28935,30405,3798,5812,3000,995,2004,2311,1
30000,2,2,2,33,0,0,0,0,0,0,25496,26162,26699,26928,27081,26333,1464,1374,1025,940,1163,698,1
80000,2,2,1,38,1,0,0,-1,-1,-1,21020,19272,295,256,3849,494,1538,527,0,3933,578,0,1
50000,1,1,1,25,0,0,2,0,0,0,14692,17182,16617,17609,17606,17873,2851,0,1279,720,642,683,1
50000,1,2,1,29,3,2,1,0,0,0,50335,48859,47578,48596,49581,49271,0,719,2556,2000,1345,4691,1
184434,1,2,1,40,0,0,0,0,0,0,162713,153928,146632,141533,4352,537,6221,7467,5221,0,0,0,1
337356,1,2,1,44,1,2,2,2,2,0,297412,288665,294725,291832,282477,281796,3288,18190,9523,1113,9332,7250,1
50000,1,2,1,46,1,2,0,0,0,0,49434,46828,46006,44871,23312,20464,0,2009,1755,795,731,994,1
30000,2,2,1,38,-1,-1,0,-1,0,0,307,1490,1171,986,419,0,1490,737,986,269,0,807,1
70000,2,2,1,25,3,2,1,0,0,0,30480,29773,29062,29591,29579,29524,45,91,1969,1072,1070,1011,1
240766,1,1,2,30,-1,-1,-1,0,-1,0,5046,4420,1469,6774,26001,6305,4422,1471,6323,26001,2212,3008,1
226631,1,1,1,42,1,2,1,1,2,2,189852,190661,193731,200044,202687,200115,5305,7860,10425,7331,673,9443,1
30000,1,1,1,42,1,1,2,2,2,1,24000,26218,27652,27647,27679,27872,2733,2162,742,618,739,1680,1
50000,1,2,1,45,0,0,0,0,0,0,49829,49821,50559,49757,29958,29629,1883,2126,2135,1201,1175,1245,1
10000,1,3,2,43,0,1,0,0,0,2,5917,6223,8150,8833,9659,9358,551,2203,854,970,0,893,1
80000,1,1,1,48,0,0,0,0,0,0,85286,80983,83582,69251,23393,25986,2123,4415,937,3498,3873,3686,1
350000,1,2,2,28,-1,-1,-1,-1,-1,-1,74,0,164,111,74,37,0,164,0,0,0,74,1
290000,1,1,1,40,-1,-1,-2,-2,-2,-2,646,6467,93,3269,303,1732,6467,93,3269,303,1732,0,1
240000,1,2,1,41,0,0,1,0,0,0,104967,110123,108190,110356,112755,114918,7995,947,3962,4190,4139,4227,1
50000,2,1,2,24,1,2,2,2,2,2,35995,36988,37424,38152,38988,39737,1870,1340,1640,1596,1537,0,1
30000,1,1,2,32,-1,0,0,0,-1,0,6297,4265,3254,4313,6088,3758,3824,3006,2616,6099,3100,23532,1
200000,1,1,1,46,1,2,2,2,2,2,67079,67465,71102,63036,84734,85314,2065,5180,0,22787,2065,6738,1
80000,2,1,1,34,-1,0,0,-1,0,0,3259,3158,2577,3223,2743,2263,1139,1139,3223,1139,1139,2396,1
220000,2,1,2,33,0,0,0,0,0,0,5186,5092,5138,5475,5603,5405,3821,3926,4280,4022,3892,2942,1
30000,1,2,1,30,0,0,0,0,0,0,28173,26891,27573,27181,27329,28411,1844,1827,1090,1000,1688,2000,1
60000,2,2,1,44,2,2,2,2,2,2,43707,44356,44949,45463,45967,47739,1667,1600,1550,1550,2799,4748,1
187689,1,1,2,36,2,2,2,2,2,2,148260,157070,161027,163398,167327,170412,12689,7975,6430,6615,5915,6810,1
204872,1,1,1,29,1,1,2,1,1,1,199046,207082,198159,170115,149219,136546,12565,3845,3504,5140,4942,5381,1
126811,1,1,1,34,0,0,0,0,2,0,98913,99969,102621,105743,104079,100870,4034,5089,6588,1275,2656,4662,1
80000,2,2,1,59,1,-1,-1,-1,-1,-1,-1,882,518,-3,1240,1195,884,519,0,1244,1203,1937,1
40000,2,2,1,27,0,0,0,0,0,0,26397,27176,28243,29276,29885,30699,1520,1527,1523,1116,1306,1217,1
240000,1,1,2,46,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
29565,1,1,2,32,0,0,0,0,0,0,61994,62088,63362,18005,18262,18381,1578,2174,637,666,674,647,1
50000,2,2,1,50,1,0,0,0,-1,0,47843,49780,50326,1247,668,126,2728,1932,25,668,0,0,1
350781,1,1,1,35,0,0,0,0,0,0,32051,17465,32115,17390,17583,32480,1078,30148,1000,15675,30399,563,1
50000,2,1,1,33,2,2,1,1,1,1,19388,19712,20834,21433,22378,22525,941,1742,1243,1601,744,627,1
450000,1,1,1,46,0,1,-1,-1,-1,-1,5050,1382,869,526,3196,0,0,869,526,4515,0,0,1
50000,2,2,1,29,0,0,0,0,0,0,16654,18915,19247,21406,21510,13124,2601,1126,3775,950,699,442,1
20000,1,2,2,40,0,-1,0,0,0,-2,248,746,497,497,0,0,746,0,0,0,0,0,1
50000,1,2,1,30,0,0,0,0,0,0,48364,49763,18842,18664,19357,19633,2553,1212,914,929,1383,1383,1
118187,1,1,2,30,-1,-1,-1,-1,-1,-1,1134,6857,1134,493,3427,13810,6857,1134,493,3427,13810,6022,1
30000,1,1,2,23,0,0,0,1,0,0,14588,15611,17976,17659,17817,18255,1523,2881,217,700,725,1416,1
30000,2,1,2,22,0,0,0,1,1,0,29419,30144,29000,27002,18896,14130,1539,2663,1823,223,974,653,1
30000,2,2,1,32,1,1,1,2,1,0,19790,22044,22189,22010,21872,22792,2901,797,1901,398,1338,1398,1
30000,1,2,1,35,1,1,2,0,0,2,5808,8136,7700,7821,8217,7731,2593,0,550,674,0,476,1
50000,2,2,1,58,2,1,0,0,0,0,52550,51197,51586,50352,30164,30182,133,2353,2229,1058,1073,1246,1
78431,1,1,1,33,0,0,0,0,0,0,74089,75615,77745,77351,77059,33022,3323,3967,1978,86,521,0,1
133379,2,2,1,32,2,1,0,0,0,1,133448,131376,133724,134303,139781,139102,1740,6743,5000,8570,4670,4664,1
50000,2,2,1,43,0,-1,-1,-2,-2,-2,364,311,0,0,0,0,311,0,0,0,0,0,1
40000,1,1,2,26,0,0,0,2,2,1,36913,37994,41050,40161,40236,37113,2000,3983,251,832,268,268,1
250000,1,2,1,47,-1,-1,-1,-1,-1,-2,570,296,485,461,273,273,0,461,273,273,273,273,1
50000,1,2,1,30,0,0,0,0,0,0,49575,48468,44444,29277,29946,29121,1413,1707,1011,1103,1094,1779,1
230000,2,2,2,42,1,-2,-1,-1,-1,-1,0,0,317,0,2548,2947,0,317,0,2548,3339,196,1
300000,1,1,1,45,0,-1,-1,0,0,-1,556,432,341,832,319,250,433,341,490,319,250,791,1
70000,2,2,2,29,2,0,0,1,0,0,29785,30529,32968,32160,32830,33520,1525,2952,32,1197,1247,1984,1
50000,2,2,1,23,0,0,0,0,0,0,50855,51005,49718,49315,30160,29776,2033,2095,3167,1227,1106,1214,1
20000,1,2,1,28,1,2,0,0,0,0,17331,16754,17068,8719,8861,11984,0,1167,968,169,3152,14,1
300000,1,1,1,38,0,0,0,0,0,-1,4151,-302,7480,7465,4498,5203,0,12438,3968,4218,5203,7836,1
361766,1,2,1,43,1,1,0,0,0,0,503807,499170,38989,36816,24453,14148,8399,1319,3488,850,3195,3425,1
50000,2,2,1,35,0,-1,-1,-1,-1,-1,79,79,79,79,79,79,79,79,79,79,79,0,1
308043,1,1,1,52,1,1,1,1,1,1,156756,163519,164268,155471,163281,166372,12391,6000,1501,10391,6365,6365,1
216291,1,1,2,46,0,-1,-1,-1,-1,-1,16886,-219,50403,-85,17020,18047,0,50623,3100,17106,18132,27255,1
90000,2,1,2,32,0,0,0,1,1,1,32682,33776,34519,35855,35704,37316,1929,1411,2205,595,2259,3017,1
20000,2,2,2,54,0,2,0,0,0,0,237,2903,1478,808,430,1735,1425,1425,754,0,1708,0,1
140000,1,1,1,28,0,1,0,0,0,1,104123,101000,98522,99874,104442,104030,1638,3759,3638,6242,1800,3837,1
217140,1,1,1,36,0,0,0,-2,-2,-2,18234,7724,-245,-245,-429,-429,2449,0,0,0,0,0,1
442448,2,1,1,36,0,0,0,0,0,0,262595,244977,250229,254120,259137,259885,6142,10066,9024,8814,9230,8992,1
100000,2,1,1,38,2,2,0,0,0,0,50187,49343,49990,51342,52475,54467,235,1764,2224,1976,2882,2882,1
170000,2,1,2,29,-1,-1,-1,0,0,0,5694,491,11305,10945,14193,151,1252,11503,362,3610,195,277,1
20000,1,2,2,24,1,2,1,0,0,0,18417,19268,19299,19649,9989,5332,1793,1055,1029,3201,3904,292,1
30000,2,2,1,27,0,0,0,0,0,2,15353,16140,17152,17460,19444,18928,1336,1554,858,2426,76,802,1
50000,1,2,1,36,0,0,0,0,0,1,46781,47717,48085,48593,49841,49673,2117,1894,1821,2502,1240,1965,1
50000,2,1,2,39,0,0,0,0,0,0,50510,46146,14243,17996,4978,4229,1596,11642,11221,291,1000,749,1
50213,1,2,1,25,0,0,0,0,0,0,50751,48471,48867,44759,19502,19118,1637,12940,1368,676,683,681,1
160000,1,1,2,30,1,-1,0,0,0,-1,-42,1062,598,421,244,435,1281,0,0,0,545,0,1
120000,2,1,1,29,2,0,0,0,0,0,18097,19442,20858,19992,20266,19775,2214,2162,523,981,1476,2026,1
100000,1,1,1,43,0,0,0,2,0,0,7026,2788,4523,3298,1594,3204,1568,1808,608,0,2306,2336,1
20000,1,2,2,24,2,1,1,2,0,0,5777,6580,15225,15509,16216,16462,1027,8814,831,1016,531,2514,1
200000,2,2,1,40,0,0,-1,-1,-1,-1,461,1041,3616,299,867,0,579,3616,302,867,0,2825,1
30000,1,2,1,41,1,2,2,2,1,1,22439,21791,21458,23417,22876,24281,0,274,2354,98,1915,1046,1
100000,1,1,1,27,0,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,9,1
30000,1,1,1,38,2,2,2,1,0,0,13394,12888,14314,12962,9291,8121,0,1988,669,293,284,229,1
140000,2,1,2,28,0,-1,-1,-1,-2,-2,214,1142,200,0,0,0,1144,200,0,0,0,1409,1
111967,1,1,1,41,0,0,0,0,0,-1,109446,108317,107819,72178,51693,61209,4197,4301,1732,2610,62544,5004,1
105173,1,2,1,35,0,0,2,0,0,2,105116,115799,112657,114880,119033,133158,14122,388,5718,6819,17636,2965,1
300000,1,1,2,36,0,-1,2,2,-1,-1,63,669,787,428,671,399,1340,206,9,673,399,605,1
296910,1,1,2,34,0,0,0,0,0,0,10300,9870,4898,10376,8579,9085,7449,1807,7336,308,617,1245,1
10000,2,2,2,45,0,0,0,0,0,0,340,340,340,353,482,1131,0,0,12,128,1256,859,1
80000,2,1,1,33,-1,2,1,-1,0,0,4302,4118,3055,4237,3359,2481,426,426,4237,426,426,897,1
10000,1,1,2,24,1,0,0,0,0,1,7480,8551,9577,9353,10077,9519,1773,1727,672,1345,53,959,1
50000,1,1,1,40,0,0,0,0,0,1,50112,49941,50543,30468,29999,28750,2768,2419,1645,2111,195,1299,1
20000,1,1,1,44,2,1,1,2,0,0,6240,6015,11162,9042,5724,6291,222,5416,0,859,1718,3296,1
230000,2,1,1,38,-2,-2,-2,-2,-2,-1,0,0,0,0,0,225,0,0,0,0,225,225,1
260000,1,1,1,37,-1,-1,-1,-1,-1,-1,722,716,2764,197,772,2372,719,2772,774,197,2379,513,1
220000,2,2,1,38,1,0,-1,-1,0,0,1724,1891,11,696,464,525,740,11,1160,0,294,0,1
200000,1,2,1,27,0,-1,1,-1,0,-1,3895,3944,2379,1943,475,1216,3944,352,1651,0,1216,260,1
70000,1,2,2,35,1,1,1,2,1,1,28593,29706,32664,32557,33461,34801,1889,3613,721,1611,1960,721,1
90000,2,1,2,26,1,2,1,1,0,0,11771,11360,11248,11692,11209,11645,0,1754,932,616,769,2052,1
